Record_ID,Record_Date,Academic_Year,School,School_Type,City,Student_ID,Student_First_Name,Student_Last_Name,Student_Full_Name,Age,Grade_Level,Department,Teacher,Grade_Score,Grade_Category,Presence_Rate_Pct,Absence_Days,Late_Arrivals,Students_Per_Computer,Classroom_Size,Library_Books,Lab_Equipment_Score,Internet_Quality,Playground_Quality,Budget_Per_Student,Teaching_Materials_Budget,Infrastructure_Budget,Extra_Curricular_Budget,Student_Teacher_Ratio,Graduation_Rate_Pct,University_Admission_Rate_Pct,Parent_Satisfaction_Score,Student_Satisfaction_Score,Participates_Sports,Participates_Arts,Participates_Clubs
EDU001681,2024-04-26,2026-2027,Lycée Jean Moulin,Public,Bordeaux,STU11259,Maxime,Michel,Maxime Michel,14,4ème,Économie,Camille Garcia,16.7,Excellent (A),77.1,18,1,4,30,13875,86,Bon,Bon,1562,49124,115974,17899,22.1,94,47,64,81,Non,Oui,Oui
EDU001682,2022-08-03,2025-2026,Lycée Thomas Edison,Public,Austin,STU33402,Arthur,David,Arthur David,18,Terminale,Français,Nicolas Martinez,14.9,Très bien (B),94.1,4,4,3,27,18900,56,Excellent,Mauvais,2153,36352,112304,4838,19.8,81,93,91,60,Oui,Non,Non
EDU001683,2023-04-23,2026-2027,Lycée Voltaire,Privé,Edinburgh,STU11842,Louis,Garcia,Louis Garcia,15,3ème,Philosophie,Thomas Leroy,10.3,Moyen (D),91.6,1,6,2,35,17752,53,Mauvais,Excellent,2240,46583,57843,14748,18.3,82,64,93,51,Oui,Non,Non
EDU001684,2021-03-28,2021-2022,Lycée Nelson Mandela,Privé,New York,STU34433,Emma,Bernard,Emma Bernard,16,Terminale,Sport,Camille Garcia,7.5,Très insuffisant (F),85.2,0,8,4,20,6091,75,Excellent,Bon,1709,34661,32805,10679,12.8,73,63,90,68,Non,Oui,Non
EDU001685,2022-08-20,2024-2025,Lycée Victor Schoelcher,Public,Montpellier,STU99815,Zoe,Robert,Zoe Robert,15,3ème,Biologie,Gabriel Lambert,14.2,Très bien (B),96.9,10,8,2,35,14650,87,Bon,Bon,1809,30901,143892,9021,12.8,79,41,90,61,Oui,Non,Oui
EDU001686,2025-05-03,2025-2026,Lycée Jean Moulin,Public,Cardiff,STU97135,David,Dubois,David Dubois,14,2nde,Physique,Gabriel Lambert,15.7,Très bien (B),88.4,1,8,1,39,7811,54,Mauvais,Bon,2592,14607,80434,11900,16.6,74,51,90,73,Non,Oui,Non
EDU001687,2022-03-03,2026-2027,Lycée Alexandre Dumas,Public,Montpellier,STU73487,Anna,Lefevre,Anna Lefevre,11,5ème,Histoire-Géographie,Marie Richard,16.0,Excellent (A),99.9,7,4,3,21,4156,65,Bon,Bon,2612,21620,104762,5165,11.7,91,65,81,54,Non,Oui,Non
EDU001688,2024-04-24,2022-2023,Lycée Marie Curie,Public,Glasgow,STU39456,Rose,Thomas,Rose Thomas,13,5ème,Arts,Ines Lefevre,16.6,Excellent (A),93.4,10,14,3,24,19840,65,Mauvais,Moyen,2761,9305,34510,18778,11.7,98,48,60,79,Oui,Oui,Oui
EDU001689,2023-08-14,2020-2021,Lycée Victor Schoelcher,Public,Birmingham,STU57834,Lea,Simon,Lea Simon,16,Terminale,Économie,Ines Lefevre,17.2,Excellent (A),92.4,16,10,1,32,16011,87,Mauvais,Moyen,2254,45635,29720,14422,30.0,83,87,88,75,Oui,Oui,Oui
EDU001690,2024-02-07,2022-2023,Lycée Albert Einstein,Privé,Chicago,STU85150,Alice,Lefevre,Alice Lefevre,17,Terminale,Chimie,Marie Richard,16.1,Excellent (A),93.4,6,8,2,29,4394,94,Mauvais,Bon,2560,17945,41363,18300,19.4,94,67,77,59,Oui,Oui,Oui
EDU001691,2022-02-20,2022-2023,Lycée Marie Curie,Public,Manchester,STU87377,Zoe,Thomas,Zoe Thomas,17,Terminale,Langues,Gabriel Lambert,9.4,Insuffisant (E),95.1,18,0,2,28,15541,53,Excellent,Mauvais,2138,11614,18193,7788,21.8,81,84,75,85,Non,Oui,Oui
EDU001692,2021-10-20,2023-2024,Lycée Albert Einstein,Privé,Nantes,STU51166,Emma,Moreau,Emma Moreau,13,5ème,Informatique,Jean Bernard,17.7,Excellent (A),82.9,13,6,3,27,3144,84,Mauvais,Excellent,1064,29950,70354,8409,25.2,78,68,65,72,Non,Oui,Oui
EDU001693,2022-07-14,2024-2025,Lycée Jean Moulin,Public,London,STU24123,Clara,Moreau,Clara Moreau,14,3ème,Philosophie,Raphael Francois,17.6,Excellent (A),92.2,4,1,4,37,5356,76,Moyen,Moyen,970,16385,144275,11949,16.9,73,83,95,76,Oui,Oui,Non
EDU001694,2023-12-16,2022-2023,Lycée Montesquieu,Privé,Nantes,STU35621,Raphael,Morel,Raphael Morel,11,6ème,Informatique,Clara Moreau,15.3,Très bien (B),83.5,6,6,5,33,4636,90,Bon,Mauvais,2708,24057,111195,4678,18.6,83,40,80,67,Oui,Oui,Non
EDU001695,2023-04-29,2023-2024,Lycée Jean Moulin,Public,Paris,STU20253,Lea,Bertrand,Lea Bertrand,12,5ème,Biologie,Hugo Simon,12.8,Bien (C),85.4,11,7,1,25,4539,69,Moyen,Excellent,2388,45749,128240,6601,29.7,83,68,69,53,Non,Oui,Non
EDU001696,2021-05-25,2021-2022,Lycée Marie Curie,Public,Austin,STU23856,Raphael,Dupont,Raphael Dupont,16,1ère,Sport,Alice Bonnet,17.5,Excellent (A),82.8,17,12,3,35,9470,40,Excellent,Bon,2289,27578,74687,5954,19.1,80,60,60,66,Non,Oui,Non
EDU001697,2023-04-17,2025-2026,Lycée Jean Jaurès,Privé,Lille,STU45632,Jules,Francois,Jules Francois,10,6ème,Physique,Lucas Mercier,9.1,Insuffisant (E),83.4,11,14,4,38,2881,77,Moyen,Excellent,1856,13488,103266,4025,22.3,82,52,86,53,Oui,Non,Non
EDU001698,2022-10-03,2026-2027,Lycée Marie Curie,Public,San Antonio,STU37541,Julie,Thomas,Julie Thomas,13,5ème,Physique,Ines Lefevre,12.6,Bien (C),95.6,9,6,3,37,12952,79,Excellent,Mauvais,2709,31823,74810,18785,17.2,82,85,69,59,Non,Non,Oui
EDU001699,2022-11-13,2023-2024,Lycée Alexandre Dumas,Public,Birmingham,STU33151,Louis,Michel,Louis Michel,15,2nde,Français,Jean Bernard,12.6,Bien (C),77.9,13,11,2,40,12222,78,Moyen,Moyen,1599,44681,80607,14101,26.1,83,82,93,89,Non,Oui,Non
EDU001700,2021-05-09,2021-2022,Lycée Voltaire,Privé,Houston,STU70518,Raphael,Fournier,Raphael Fournier,15,1ère,Philosophie,Antoine Michel,11.5,Moyen (D),78.0,18,6,5,29,8187,45,Moyen,Excellent,1878,15412,28671,13672,15.0,93,42,85,79,Non,Oui,Non
EDU001701,2026-03-19,2022-2023,Lycée Marie Curie,Public,San Diego,STU50532,Camille,Bernard,Camille Bernard,11,6ème,Histoire-Géographie,Lena Fournier,14.7,Très bien (B),87.1,14,0,2,31,9240,69,Mauvais,Mauvais,1748,8276,128692,16469,21.4,89,71,80,54,Oui,Oui,Non
EDU001702,2021-10-09,2022-2023,Lycée Montesquieu,Privé,London,STU47086,Raphael,Francois,Raphael Francois,11,6ème,Histoire-Géographie,Clara Moreau,10.8,Moyen (D),95.1,3,11,1,28,4877,85,Excellent,Mauvais,1004,38644,50092,6965,12.8,88,49,80,55,Oui,Oui,Oui
EDU001703,2024-08-28,2025-2026,Lycée Marie Curie,Public,Dallas,STU22277,Lucas,Dubois,Lucas Dubois,13,4ème,Sciences,Anna Roux,16.3,Excellent (A),86.1,19,1,3,31,11551,48,Bon,Mauvais,2864,17306,17317,10272,22.3,85,62,90,68,Non,Non,Non
EDU001704,2024-12-14,2026-2027,Lycée Simone de Beauvoir,Public,Nice,STU37621,Nicolas,Petit,Nicolas Petit,16,Terminale,Économie,Arthur Girard,14.4,Très bien (B),97.1,13,10,1,38,2377,53,Moyen,Bon,1017,41644,46143,11653,11.8,71,57,87,53,Non,Non,Non
EDU001705,2024-10-09,2021-2022,Lycée Victor Schoelcher,Public,Lyon,STU84182,Zoe,Mercier,Zoe Mercier,12,5ème,Français,Manon Dupont,14.8,Très bien (B),93.5,20,6,2,29,8658,88,Excellent,Mauvais,1254,40851,49809,5272,22.5,87,50,65,74,Oui,Non,Oui
EDU001706,2021-06-02,2021-2022,Lycée Victor Schoelcher,Public,Nantes,STU59310,Ines,Legrand,Ines Legrand,15,3ème,Chimie,Gabriel Lambert,8.7,Insuffisant (E),95.1,0,1,2,27,18749,75,Bon,Mauvais,2764,5410,46814,13661,19.0,98,60,75,72,Non,Non,Non
EDU001707,2022-10-16,2020-2021,Lycée Jean Moulin,Public,Marseille,STU69160,Hugo,Moreau,Hugo Moreau,15,1ère,Philosophie,Nicolas Martinez,11.4,Moyen (D),92.5,5,9,1,25,8587,72,Moyen,Bon,1035,19776,28433,17561,22.7,89,44,76,70,Oui,Oui,Oui
EDU001708,2024-10-05,2024-2025,Lycée Jean Moulin,Public,Strasbourg,STU28145,Lena,Bertrand,Lena Bertrand,15,2nde,Physique,Clara Moreau,13.9,Bien (C),98.8,2,0,4,35,8421,54,Bon,Bon,2621,30165,93875,9091,29.0,79,74,63,61,Non,Non,Non
EDU001709,2022-08-03,2024-2025,Lycée Voltaire,Privé,Austin,STU57473,Nicolas,Vincent,Nicolas Vincent,15,2nde,Biologie,Antoine Michel,15.4,Très bien (B),75.7,0,3,3,29,10920,89,Moyen,Moyen,2812,43969,47015,2128,18.9,71,63,66,85,Non,Oui,Oui
EDU001710,2021-10-26,2021-2022,Lycée Jean Moulin,Public,Nice,STU69252,Felix,Girard,Felix Girard,14,3ème,Physique,Zoe Legrand,8.4,Insuffisant (E),81.3,20,7,5,22,1853,53,Bon,Excellent,1923,11935,23693,9521,22.8,74,72,64,53,Oui,Non,Oui
EDU001711,2025-09-10,2026-2027,Lycée Victor Schoelcher,Public,New York,STU24997,Clara,Laurent,Clara Laurent,12,5ème,Langues,Lucas Mercier,8.6,Insuffisant (E),76.4,19,13,2,26,1756,90,Bon,Bon,2229,11781,132410,14685,18.6,96,74,71,57,Oui,Non,Non
EDU001712,2022-12-31,2020-2021,Lycée Nelson Mandela,Privé,Nantes,STU57765,Julie,Moreau,Julie Moreau,16,2nde,Informatique,Alice Bonnet,9.8,Insuffisant (E),90.6,11,12,3,32,6230,44,Bon,Moyen,934,43237,89677,11731,11.5,79,71,83,63,Non,Non,Oui
EDU001713,2022-08-20,2024-2025,Lycée Alexandre Dumas,Public,Glasgow,STU48287,Hugo,Garcia,Hugo Garcia,18,Terminale,Informatique,Alice Bonnet,11.9,Moyen (D),87.4,13,11,3,35,16928,86,Excellent,Moyen,1281,41748,116648,13971,28.8,71,75,89,88,Non,Non,Non
EDU001714,2020-09-22,2022-2023,Lycée Jean Jaurès,Privé,Toulouse,STU28002,Clara,Morel,Clara Morel,17,Terminale,Arts,Gabriel Lambert,12.9,Bien (C),81.6,19,15,5,31,2519,94,Excellent,Moyen,2427,31688,11763,14771,14.4,92,61,92,73,Oui,Non,Oui
EDU001715,2025-11-17,2026-2027,Lycée Nelson Mandela,Privé,Nice,STU92528,Clara,Martin,Clara Martin,15,1ère,Mathématiques,Arthur Girard,13.2,Bien (C),79.6,7,0,2,38,10230,56,Mauvais,Bon,2817,29774,73827,12622,29.1,73,58,92,79,Non,Non,Oui
EDU001716,2022-02-21,2020-2021,Lycée Thomas Edison,Public,Manchester,STU53097,Arthur,Morel,Arthur Morel,13,4ème,Économie,Alice Bonnet,14.0,Très bien (B),93.3,17,10,2,40,8439,61,Moyen,Excellent,2574,43691,101081,9302,28.9,94,81,81,59,Oui,Non,Non
EDU001717,2021-02-28,2020-2021,Lycée Jean Jaurès,Privé,Nice,STU21772,Marie,Vincent,Marie Vincent,15,3ème,Sciences,Raphael Francois,12.6,Bien (C),94.2,3,2,3,39,14869,55,Bon,Mauvais,904,41997,35244,3762,16.3,70,58,80,88,Non,Oui,Non
EDU001718,2020-12-24,2020-2021,Lycée Jean Moulin,Public,Bordeaux,STU57467,Adam,Lefevre,Adam Lefevre,15,2nde,Informatique,Gabriel Lambert,10.1,Moyen (D),97.8,9,11,5,28,6506,45,Excellent,Moyen,1467,6094,143411,11647,26.3,98,72,71,84,Non,Non,Non
EDU001719,2025-11-19,2026-2027,Lycée Victor Schoelcher,Public,Lyon,STU32815,Jules,David,Jules David,13,4ème,Mathématiques,Felix Vincent,11.4,Moyen (D),99.8,3,1,5,26,16007,63,Mauvais,Mauvais,809,34020,109371,2970,29.7,91,65,65,77,Non,Oui,Oui
EDU001720,2022-08-05,2020-2021,Lycée Thomas Edison,Public,Bristol,STU44413,Julia,Vincent,Julia Vincent,18,Terminale,Langues,Nicolas Martinez,16.1,Excellent (A),94.4,11,11,5,25,16872,69,Excellent,Mauvais,1338,13943,119014,5618,26.4,82,86,76,88,Oui,Non,Oui
EDU001721,2026-03-31,2021-2022,Lycée Voltaire,Privé,London,STU12547,Louis,Thomas,Louis Thomas,10,6ème,Biologie,Clara Moreau,11.5,Moyen (D),76.9,4,0,5,28,12974,77,Mauvais,Excellent,2169,35758,63869,10549,22.0,98,52,95,72,Non,Oui,Oui
EDU001722,2026-05-29,2024-2025,Lycée Alexandre Dumas,Public,Los Angeles,STU45202,Anna,Mercier,Anna Mercier,16,2nde,Français,Clara Moreau,15.3,Très bien (B),93.4,16,15,1,23,19388,73,Excellent,Excellent,1291,20104,71249,17507,22.2,98,82,70,63,Oui,Oui,Non
EDU001723,2021-07-31,2022-2023,Lycée Albert Einstein,Privé,Nantes,STU67956,Zoe,Martinez,Zoe Martinez,12,6ème,Sport,Marie Richard,9.4,Insuffisant (E),87.6,19,13,2,27,17708,71,Excellent,Excellent,1586,49241,55133,7658,24.7,96,72,69,61,Oui,Non,Non
EDU001724,2023-05-08,2025-2026,Lycée Voltaire,Privé,Lille,STU24708,Adam,Simon,Adam Simon,15,2nde,Philosophie,Alice Bonnet,9.0,Insuffisant (E),97.0,18,11,4,23,2126,91,Moyen,Bon,2195,45773,14471,2486,24.1,97,80,71,82,Non,Oui,Oui
EDU001725,2026-04-05,2020-2021,Lycée Simone de Beauvoir,Public,Glasgow,STU26305,Lucas,Lefevre,Lucas Lefevre,16,2nde,Musique,Clara Moreau,17.8,Excellent (A),81.0,15,8,2,28,2144,54,Excellent,Moyen,2737,42615,54713,12882,24.1,90,45,91,64,Oui,Oui,Non
EDU001726,2025-04-01,2021-2022,Lycée Voltaire,Privé,Toulouse,STU31266,Ines,Richard,Ines Richard,10,6ème,Chimie,Antoine Michel,16.7,Excellent (A),98.2,15,13,5,31,10429,65,Bon,Excellent,1178,30255,128406,2284,22.7,83,50,62,82,Oui,Oui,Oui
EDU001727,2024-11-25,2023-2024,Lycée Simone de Beauvoir,Public,Paris,STU93455,Louis,Moreau,Louis Moreau,16,1ère,Chimie,Thomas Leroy,12.2,Bien (C),93.9,7,10,1,40,4290,46,Bon,Moyen,1849,44697,108822,19752,28.4,98,77,80,51,Oui,Oui,Non
EDU001728,2023-07-18,2024-2025,Lycée Voltaire,Privé,Dallas,STU97634,Hugo,Leroy,Hugo Leroy,17,1ère,Sciences,Lena Fournier,13.2,Bien (C),82.4,4,1,3,35,9215,90,Moyen,Bon,1241,34344,104560,15497,14.6,78,77,60,66,Non,Non,Oui
EDU001729,2024-02-02,2022-2023,Lycée Simone de Beauvoir,Public,Lille,STU57592,Louis,Lefevre,Louis Lefevre,14,3ème,Philosophie,Jean Bernard,16.0,Excellent (A),93.5,5,10,2,36,17738,74,Mauvais,Moyen,2352,25840,14502,9514,27.9,78,55,65,80,Non,Oui,Oui
EDU001730,2023-03-06,2020-2021,Lycée Albert Einstein,Privé,Austin,STU89870,Lena,Garcia,Lena Garcia,15,2nde,Informatique,Hugo Simon,13.3,Bien (C),90.4,15,15,4,24,15460,87,Excellent,Moyen,1829,14935,52789,10434,12.3,80,40,73,83,Oui,Non,Oui
EDU001731,2022-03-17,2023-2024,Lycée Marie Curie,Public,Lille,STU69678,Thomas,Durand,Thomas Durand,11,5ème,Sport,Emma Laurent,17.1,Excellent (A),90.0,11,6,4,21,2702,94,Mauvais,Bon,1460,20383,138334,16943,14.2,81,50,66,50,Non,Oui,Non
EDU001732,2022-09-05,2025-2026,Lycée Thomas Edison,Public,Los Angeles,STU30855,Louis,Durand,Louis Durand,12,6ème,Physique,Hugo Simon,16.3,Excellent (A),84.2,3,1,5,36,12359,88,Excellent,Excellent,1208,44429,80849,7942,21.2,85,85,95,65,Non,Oui,Oui
EDU001733,2022-12-01,2021-2022,Lycée Nelson Mandela,Privé,Bordeaux,STU87100,Arthur,Legrand,Arthur Legrand,17,1ère,Informatique,Antoine Michel,9.5,Insuffisant (E),79.7,18,14,1,39,15575,48,Excellent,Moyen,1006,42034,66547,8070,15.8,78,52,62,51,Oui,Non,Oui
EDU001734,2023-02-25,2021-2022,Lycée Jean Jaurès,Privé,Chicago,STU94927,Sophie,Moreau,Sophie Moreau,11,5ème,Chimie,Gabriel Lambert,14.7,Très bien (B),94.1,5,9,3,35,17473,55,Excellent,Mauvais,1286,13871,31904,7472,17.3,89,74,87,88,Oui,Oui,Oui
EDU001735,2026-04-23,2020-2021,Lycée Simone de Beauvoir,Public,Sheffield,STU96382,Julia,Bonnet,Julia Bonnet,12,5ème,Économie,Julie Durand,18.0,Excellent (A),82.3,19,11,2,21,15439,64,Excellent,Moyen,1387,40417,65182,4793,11.8,94,76,89,81,Non,Oui,Non
EDU001736,2021-04-19,2026-2027,Lycée Nelson Mandela,Privé,Los Angeles,STU80105,David,Thomas,David Thomas,10,6ème,Informatique,Hugo Simon,11.0,Moyen (D),75.5,4,14,4,32,2936,47,Bon,Bon,1198,30491,46075,13124,26.9,81,45,61,52,Oui,Oui,Non
EDU001737,2024-07-30,2024-2025,Lycée Nelson Mandela,Privé,Glasgow,STU50927,Gabriel,Francois,Gabriel Francois,13,5ème,Économie,Manon Dupont,17.9,Excellent (A),80.9,8,14,1,37,9830,91,Moyen,Excellent,2390,19868,22440,7778,12.1,88,44,94,60,Oui,Non,Oui
EDU001738,2021-12-08,2022-2023,Lycée Alexandre Dumas,Public,Nice,STU88086,Marie,Robert,Marie Robert,17,1ère,Mathématiques,Lena Fournier,17.8,Excellent (A),76.3,12,4,2,34,1807,63,Excellent,Mauvais,2661,49131,87285,7715,23.5,75,49,70,70,Non,Non,Non
EDU001739,2026-03-18,2022-2023,Lycée Montesquieu,Privé,Manchester,STU20075,Lea,Durand,Lea Durand,15,3ème,Français,Emma Laurent,11.7,Moyen (D),97.5,1,6,4,30,8382,62,Moyen,Bon,1635,33899,51735,10376,18.7,84,64,68,60,Non,Non,Non
EDU001740,2025-08-09,2022-2023,Lycée Jean Jaurès,Privé,Philadelphia,STU46371,Alice,Martin,Alice Martin,17,Terminale,Économie,Antoine Michel,17.9,Excellent (A),82.4,5,1,3,39,14984,56,Bon,Moyen,1983,44602,127937,19445,11.1,78,64,90,55,Non,Oui,Oui
EDU001741,2026-05-28,2026-2027,Lycée Simone de Beauvoir,Public,Sheffield,STU39113,Raphael,Bertrand,Raphael Bertrand,10,6ème,Arts,Sophie Martin,10.1,Moyen (D),83.6,18,11,2,22,4141,89,Moyen,Moyen,1551,21716,11266,5060,16.9,91,56,73,90,Non,Oui,Non
EDU001742,2026-05-29,2024-2025,Lycée Voltaire,Privé,Paris,STU79114,Nicolas,Simon,Nicolas Simon,17,1ère,Informatique,Camille Garcia,18.2,Excellent (A),98.7,13,8,3,28,19410,68,Moyen,Mauvais,2778,22035,44861,13450,24.7,75,80,63,69,Oui,Non,Oui
EDU001743,2026-06-11,2023-2024,Lycée Alexandre Dumas,Public,New York,STU74847,Camille,Fournier,Camille Fournier,17,1ère,Informatique,Sophie Martin,16.8,Excellent (A),86.3,20,13,4,25,11401,54,Excellent,Excellent,2166,39730,11495,19803,27.2,84,73,76,73,Oui,Oui,Oui
EDU001744,2022-06-13,2026-2027,Lycée Jean Moulin,Public,Edinburgh,STU64097,Maxime,Moreau,Maxime Moreau,13,3ème,Chimie,Felix Vincent,14.5,Très bien (B),78.9,10,5,2,34,4457,41,Excellent,Bon,2307,45136,111096,8243,16.4,95,75,91,72,Non,Oui,Non
EDU001745,2021-02-18,2021-2022,Lycée Albert Einstein,Privé,Bristol,STU42202,Alice,Lefevre,Alice Lefevre,13,3ème,Langues,Anna Roux,14.3,Très bien (B),76.6,9,13,3,23,16806,50,Moyen,Excellent,1034,18849,122032,18156,16.6,70,64,74,59,Non,Oui,Oui
EDU001746,2022-10-17,2020-2021,Lycée Jean Jaurès,Privé,Phoenix,STU42561,Rose,Bernard,Rose Bernard,16,1ère,Mathématiques,Zoe Legrand,12.6,Bien (C),86.5,1,14,4,27,16590,53,Excellent,Mauvais,1386,34322,100449,7550,19.8,83,43,65,52,Oui,Non,Non
EDU001747,2020-09-07,2020-2021,Lycée Alexandre Dumas,Public,Lille,STU70548,Raphael,Lefevre,Raphael Lefevre,10,6ème,Philosophie,Thomas Leroy,9.3,Insuffisant (E),90.7,12,12,1,37,1284,64,Excellent,Excellent,2957,27199,73877,16869,10.8,85,43,61,56,Oui,Oui,Oui
EDU001748,2022-07-26,2020-2021,Lycée Marie Curie,Public,Leeds,STU83348,Anna,Michel,Anna Michel,16,Terminale,Musique,Zoe Legrand,8.9,Insuffisant (E),78.0,2,2,4,38,7420,90,Moyen,Excellent,821,30036,131425,16298,22.3,98,80,64,52,Oui,Non,Non
EDU001749,2025-06-10,2026-2027,Lycée Jean Jaurès,Privé,Marseille,STU33523,Nicolas,Bonnet,Nicolas Bonnet,14,2nde,Biologie,Pierre Petit,11.6,Moyen (D),89.2,8,4,5,30,17609,80,Mauvais,Excellent,2572,34233,48234,5556,11.3,97,71,61,59,Non,Non,Non
EDU001750,2024-05-01,2022-2023,Lycée Victor Schoelcher,Public,Chicago,STU46099,Lucas,Richard,Lucas Richard,15,1ère,Biologie,Jean Bernard,16.8,Excellent (A),94.8,10,8,5,21,11857,84,Mauvais,Moyen,2146,5129,54729,11646,12.8,78,81,68,76,Oui,Oui,Non
EDU001751,2025-11-10,2020-2021,Lycée Marie Curie,Public,Montpellier,STU47680,Zoe,Simon,Zoe Simon,15,2nde,Sport,Marie Richard,16.4,Excellent (A),99.0,4,0,2,20,14127,45,Bon,Bon,858,20407,37752,19170,18.3,83,69,77,69,Oui,Oui,Non
EDU001752,2022-11-09,2023-2024,Lycée Voltaire,Privé,Paris,STU15753,Raphael,Bernard,Raphael Bernard,17,Terminale,Physique,Ines Lefevre,11.1,Moyen (D),85.4,14,13,2,38,13397,42,Bon,Mauvais,2077,44973,28368,3361,15.1,92,81,67,76,Non,Non,Non
EDU001753,2023-08-21,2024-2025,Lycée Thomas Edison,Public,London,STU63350,Felix,Moreau,Felix Moreau,13,4ème,Sport,Felix Vincent,17.5,Excellent (A),81.1,20,14,1,31,7472,56,Bon,Mauvais,2856,43142,65547,7718,20.4,97,69,73,59,Oui,Non,Non
EDU001754,2023-11-30,2022-2023,Lycée Nelson Mandela,Privé,New York,STU49992,Sophie,Bertrand,Sophie Bertrand,18,Terminale,Économie,Emma Laurent,18.2,Excellent (A),83.6,8,1,2,20,1914,49,Excellent,Moyen,1757,30214,118977,12694,25.1,98,86,78,72,Oui,Oui,Oui
EDU001755,2024-05-26,2022-2023,Lycée Marie Curie,Public,Montpellier,STU38621,Felix,Durand,Felix Durand,13,4ème,Arts,Gabriel Lambert,17.6,Excellent (A),94.4,16,13,3,35,13077,59,Bon,Excellent,1705,45288,10189,5704,14.0,95,80,89,90,Non,Oui,Oui
EDU001756,2026-01-26,2023-2024,Lycée Thomas Edison,Public,Manchester,STU50724,Emma,Thomas,Emma Thomas,10,6ème,Français,Camille Garcia,15.5,Très bien (B),88.2,20,12,2,26,3265,62,Bon,Moyen,1457,40967,29217,5707,17.2,84,65,81,52,Oui,Non,Oui
EDU001757,2024-10-02,2025-2026,Lycée Victor Schoelcher,Public,Phoenix,STU67563,Emma,Laurent,Emma Laurent,18,Terminale,Physique,Pierre Petit,9.4,Insuffisant (E),91.4,19,2,1,20,19948,94,Moyen,Moyen,1705,5991,19304,6559,19.2,77,58,60,74,Non,Non,Non
EDU001758,2025-04-19,2025-2026,Lycée Marie Curie,Public,Phoenix,STU82562,Zoe,Petit,Zoe Petit,12,6ème,Philosophie,Julie Durand,11.8,Moyen (D),79.9,5,12,4,33,8416,84,Excellent,Excellent,2067,21153,30751,4012,19.2,77,78,92,80,Oui,Non,Oui
EDU001759,2025-07-05,2021-2022,Lycée Simone de Beauvoir,Public,Sheffield,STU48251,Felix,Martinez,Felix Martinez,13,5ème,Langues,Michel Dupont,15.9,Très bien (B),91.8,8,12,1,29,7512,72,Bon,Excellent,2491,37585,88764,6402,23.8,93,78,80,69,Oui,Non,Non
EDU001760,2023-06-06,2022-2023,Lycée Jean Moulin,Public,Philadelphia,STU86540,Jules,Lambert,Jules Lambert,13,4ème,Informatique,Pierre Petit,16.0,Excellent (A),98.7,15,5,3,30,16015,76,Bon,Bon,1978,27273,100393,11669,10.5,90,57,69,57,Oui,Oui,Oui
EDU001761,2025-02-23,2024-2025,Lycée Simone de Beauvoir,Public,London,STU72026,Jean,Thomas,Jean Thomas,15,3ème,Informatique,Hugo Simon,11.7,Moyen (D),89.1,20,1,3,34,18904,64,Mauvais,Bon,2565,43964,56327,9043,14.7,80,55,60,52,Oui,Non,Non
EDU001762,2022-09-21,2022-2023,Lycée Albert Einstein,Privé,Austin,STU58396,Adam,Girard,Adam Girard,15,3ème,Langues,Lucas Mercier,16.4,Excellent (A),87.2,6,3,2,31,6181,59,Moyen,Mauvais,930,13061,67903,5112,24.8,73,44,88,72,Oui,Non,Oui
EDU001763,2022-11-13,2022-2023,Lycée Jean Moulin,Public,Strasbourg,STU48533,Louis,Robert,Louis Robert,18,Terminale,Chimie,Julie Durand,8.3,Insuffisant (E),82.7,7,15,5,35,3291,69,Excellent,Bon,2125,49832,66557,13420,27.9,91,82,65,53,Non,Non,Oui
EDU001764,2026-02-04,2021-2022,Lycée Thomas Edison,Public,Houston,STU65644,Julie,Morel,Julie Morel,17,Terminale,Langues,Anna Roux,16.5,Excellent (A),85.8,4,0,5,39,5626,75,Mauvais,Mauvais,2001,15038,133762,17774,16.6,80,64,85,78,Oui,Oui,Non
EDU001765,2024-12-21,2020-2021,Lycée Montesquieu,Privé,Los Angeles,STU87697,Lea,Morel,Lea Morel,12,6ème,Chimie,Pierre Petit,18.0,Excellent (A),99.1,12,10,5,28,10545,45,Mauvais,Moyen,1769,18465,36043,4745,11.7,82,80,94,70,Non,Oui,Oui
EDU001766,2022-01-26,2026-2027,Lycée Nelson Mandela,Privé,Leeds,STU15411,Jean,Roux,Jean Roux,15,3ème,Biologie,Anna Roux,15.8,Très bien (B),92.9,13,7,2,27,13102,87,Excellent,Moyen,1503,14477,33322,16009,26.4,82,45,72,53,Non,Oui,Non
EDU001767,2023-12-06,2025-2026,Lycée Jean Jaurès,Privé,London,STU99340,Ines,Moreau,Ines Moreau,13,4ème,Sciences,Thomas Leroy,8.3,Insuffisant (E),86.6,9,10,4,35,16364,58,Excellent,Moyen,2520,27697,36287,18430,14.2,82,55,72,61,Non,Oui,Oui
EDU001768,2021-02-10,2021-2022,Lycée Montesquieu,Privé,Houston,STU56292,Clara,David,Clara David,15,3ème,Philosophie,Nicolas Martinez,12.0,Bien (C),76.4,1,5,3,20,15958,86,Mauvais,Mauvais,2547,7923,111332,13702,10.4,81,85,69,77,Oui,Oui,Non
